Site Name,Experiment Name,Experiment Number,Treatments_all,Treatment,Treatment replication,Vegetation type,Plants specs,Start Date,Start Year,End Year,End Date,Age at start,Remarks,Water,Start of w treatment,End of w treatment,WQuantity control,WQuantity treament,Unit WQuantity,WRegulation,WDistribution,SWC change,Warming,TQuantity air control,TQuantity air treatment,TQuantity soil control,TQuantity soil treatment,TDistribution,Warming type,CO2,CQuantity Control,CQuantity Treatment,Cdistribution,Fumigation type,Nutrients,Type,QuantityAll,DistributionAll,N form,N Quantity control,N Quantity treatment,N Quantity unit,N Distribution,P form,P Quantity control,P Quantity treatment,P Quantity unit,P Distribution,K form,K Quantity control,K Quantity treatment,K Quantity unit,K Distribution,Other nutrient forms,Other nutrients quantity control,Other nutrients quantity treatment,Extra nutrient info,Other treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERI FACE_SE,Kopparåsmyren_c,290,CO2,c,5,Sphagnum bogs,,1996,1996,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Treatment,,"360, 560",,FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERI FACE_SW,Chaux-des-Breuleux_c,79,CO2,c,5,Sphagnum bogs,,1996,1996,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Treatment,,"360, 560",,FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bily Kriz,Bily Kriz_c,36,CO2,c,4,Picea abies,,05/1992,1992,,,13,Treatment was interrupted in winter months due to high snow cover.,No manipulation,,,,,,,,,Ambient,,,,,,,Treatment,,"ambient, +350",,OTC,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biosphere 2,Biosphere 2_c,,CO2,c,2,humid tropical rainforest,P.auritum; E.pinnatum,,1996,1999,,,,,,,,,,,,,,25.04,24.6,,,,,Treatment,,"1996(elevated):83+/-5,2 Pa ;;;; 1999(ambient) 48+/-1,1 Pa",,no artificial CO2 added in greenhouse,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_c_a,39,CO2xFertilizationxSoil,c,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Treatment,,"370, 570",,OTC,Treatment,NH4NO3,"0.5 (1995-1996), 0.7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_c_c,40,CO2xFertilizationxSoil,c,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Treatment,,"370, 570",,OTC,Treatment,NH4NO3,"0.5 (1995-1996), 0.7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_cf_a,41,CO2xFertilizationxSoil,cf,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Treatment,,"370, 570",,OTC,Treatment,NH4NO3,"5 (1995-1996), 7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_cf_c,42,CO2xFertilizationxSoil,cf,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Treatment,,"370, 570",,OTC,Treatment,NH4NO3,"5 (1995-1996), 7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_f_a,688,CO2xFertilizationxSoil,f,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Ambient,,,,,Treatment,NH4NO3,"5 (1995-1996), 7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmensdorf,Birmensdorf_f_c,689,CO2xFertilizationxSoil,f,4,"Fagus sylvatica, Picea abies","understory vegetation of Carex sylvatica, Geum urbanum, Ranunculus ficaria, Viola sylvatica and Hedera helix",01/1995,1995,,,2,,Precipitation simulation,,,,mean of 691/year,,nozzles just above the plant canopy,once or twice a week,,Ambient,,,,,,,Ambient,,,,,Treatment,NH4NO3,"5 (1995-1996), 7 (1997-1998)",in irrigation water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_c,54,CO2xWarmingxDrought,c,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Treatment,380,510,"6.8m diameter; started
30 min after sunrise and ended 30 min before sunset all year round, except during periods with full snow cover over the vegetation",FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_cd,55,CO2xWarmingxDrought,cd,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,drought started in 06/2006,Water retention,,,,until soil water reached 0.05m3/m3 in the top 20cm,,retractive curtains,5 weeks until early august,,Ambient,,,,,,,Treatment,380,510,"6.8m diameter; started
30 min after sunrise and ended 30 min before sunset all year round, except during periods with full snow cover over the vegetation",FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_cw,56,CO2xWarmingxDrought,cw,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,,No manipulation,,,,,,,,,Treatment,,1 (soil),,,at 2cm soil depth,"Passive night time warming, under retractable curtains",Treatment,380,510,"6.8m diameter; started
30 min after sunrise and ended 30 min before sunset all year round, except during periods with full snow cover over the vegetation",FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_cwd,57,CO2xWarmingxDrought,cdw,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,drought started in 06/2006,Water retention,,,,until soil water reached 0.05m3/m3 in the top 20cm,,retractive curtains,5 weeks until early august,,Treatment,,1 (soil),,,at 2cm soil depth,"Passive night time warming, under retractable curtains",Treatment,380,510,"6.8m diameter; started
30 min after sunrise and ended 30 min before sunset all year round, except during periods with full snow cover over the vegetation",FACE,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_d,58,CO2xWarmingxDrought,d,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",06/2006,2006,,,,,Water retention,,,,until soil water reached 0.05m3/m3 in the top 20cm,,retractive curtains,5 weeks until early august,,Ambient,,,,,,,Ambient,,,,,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_w,59,CO2xWarmingxDrought,w,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,,No manipulation,,,,,,,,,Treatment,,1 (soil),,,at 2cm soil depth,"Passive night time warming, under retractable curtains",Ambient,,,,,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandbjerg,Brandbjerg_wd,60,CO2xWarmingxDrought,dw,6,temperate heath,"Calluna vulgaris, Deschampsia flexuosa, Festuca ovina, accompagnied by heathland mosses and herbs",10/2005,2005,,,,drought started in 06/2006,Water retention,,,,until soil water reached 0.05m3/m3 in the top 20cm,,retractive curtains,5 weeks until early august,,Treatment,,1 (soil),,,at 2cm soil depth,"Passive night time warming, under retractable curtains",Ambient,,,,,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE_c,61,CO2xFertilization,c,2,Beta vulgaris,Wiebke cv.,10-Apr-01,2001,2001,9/27/2001,0,crop rotation assumed independent,Irrigation,,,to keep SWC above 50% PAWC (FC-PWP),107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 25 cm,Ambient,,,,,,,Treatment,371,550,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,"urea-NH4NO3, mineral nutrients",6.3,according to local farming practices,urea-NH4NO3,63,63,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE_cf,62,CO2xFertilization,cf,2,Beta vulgaris,Wiebke cv.,10-Apr-01,2001,2001,9/27/2001,0,crop rotation assumed independent,Irrigation,,,to keep SWC above 50% PAWC (FC-PWP),107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 25 cm,Ambient,,,,,,,Treatment,371,550,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Treatment,"urea-NH4NO3, mineral nutrients",13.6,according to local farming practices,urea-NH4NO3,63,126,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE_f,690,CO2xFertilization,f,2,Beta vulgaris,Wiebke cv.,10-Apr-01,2001,2001,9/27/2001,0,crop rotation assumed independent,Irrigation,,,to keep SWC above 50% PAWC (FC-PWP),107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 25 cm,Ambient,,,,,,,Ambient,,,,,Treatment,"urea-NH4NO3, mineral nutrients",13.6,according to local farming practices,urea-NH4NO3,63,126,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE90_bc,907,CO2xFertilization,c,2,Hordeum vulgare,Theresa cv.,9/24/1999,1999,2000,6/26/2000,0,crop rotation assumed independent,Irrigation,,,107,107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Treatment,373,549,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,urea-/calcium NH4NO3,105,according to local farming practices,urea-/calcium NH4NO3,105,105,kg/ha,4X/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE90_bcf,908,CO2xFertilization,cf,2,Hordeum vulgare,Theresa cv.,9/24/1999,1999,2000,6/26/2000,0,crop rotation assumed independent,Irrigation,,,107,107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Treatment,373,549,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,urea-/calcium NH4NO3,105,according to local farming practices,urea-/calcium NH4NO3,105,105,kg/ha,4X/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE90_bf,909,CO2xFertilization,f,2,Hordeum vulgare,Theresa cv.,9/24/1999,1999,2000,6/26/2000,0,crop rotation assumed independent,Irrigation,,,107,107,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Ambient,,,,,Treatment,"urea-/calcium NH4NO3, mineral nutrients",105,according to local farming practices,urea-/calcium NH4NO3,105,262,kg/ha,4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE23_bc,910,CO2xFertilization,c,2,Hordeum vulgare,Theresa cv.,9/27/2002,2002,2003,6/25/2003,0,crop rotation assumed independent,Irrigation,,,77,77,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Treatment,378,547,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,"urea-/calcium NH4NO3, mineral nutrients",105,according to local farming practices,urea-/calcium NH4NO3,105,105,kg/ha,5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE23_bcf,911,CO2xFertilization,cf,2,Hordeum vulgare,Theresa cv.,9/27/2002,2002,2003,6/25/2003,0,crop rotation assumed independent,Irrigation,,,77,77,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Treatment,378,547,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Treatment,"urea-/calcium NH4NO3, mineral nutrients",105,according to local farming practices,urea-/calcium NH4NO3,105,179,kg/ha,5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE23_bf,912,CO2xFertilization,f,2,Hordeum vulgare,Theresa cv.,9/27/2002,2002,2003,6/25/2003,0,crop rotation assumed independent,Irrigation,,,77,77,mm,during growing season,5x,Volumetric soil water content recorded approximately 2x/week with TDR in upper 40 cm,Ambient,,,,,,,Ambient,,,,,Treatment,"urea-/calcium NH4NO3, mineral nutrients",105,according to local farming practices,urea-/calcium NH4NO3,105,179,kg/ha,5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE0_rc,913,CO2xFertilization,c,2,Lolium multiflorum Lam.,"cvs. (each 33%) Lirasand, Lifloria and Litoro",7/28/2000,2000,2000,10/12/2000,0,crop rotation assumed independent,Irrigation,,,44,44,mm,during growing season,2x,,Ambient,,,,,,,Treatment,371,550,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,"slurry + urea-NH4NO3, mineral nutrients",99,according to local farming practices,slurry + urea-NH4NO3,99,99,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE0_rcf,914,CO2xFertilization,cf,2,Lolium multiflorum Lam.,"cvs. (each 33%) Lirasand, Lifloria and Litoro",7/28/2000,2000,2000,10/12/2000,0,crop rotation assumed independent,Irrigation,,,44,44,mm,during growing season,2x,,Ambient,,,,,,,Treatment,371,550,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Treatment,"slurry + urea-NH4NO3, mineral nutrients",99,according to local farming practices,slurry + urea-NH4NO3,99,197,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE0_rf,915,CO2xFertilization,f,2,Lolium multiflorum Lam.,"cvs. (each 33%) Lirasand, Lifloria and Litoro",7/28/2000,2000,2000,10/12/2000,0,crop rotation assumed independent,Irrigation,,,44,44,mm,during growing season,2x,,Ambient,,,,,,,Ambient,,,,,Treatment,"slurry + urea-NH4NO3, mineral nutrients",99,according to local farming practices,slurry + urea-NH4NO3,99,197,kg/ha,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunschweig FACE,Braunschweig FACE3_rc,916,CO2xFertilization,c,2,Lolium multiflorum Lam.,"cvs. (each 33%) Lirasand, Lifloria and Litoro",8/21/2003,2003,2003,10/22/2003,0,crop rotation assumed independent,No manipulation,,,,,,,,,Ambient,,,,,,,Treatment,380,550,"during daylight, not fumigated if T<5°C or u>6m/s, started after emergence",FACE,Fertilizer application,"urea-NH4NO3, mineral nutrients",36,according to local farming practices,urea-NH4NO3,36,36,kg/ha,1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
